JourneyID,CustomerID,ProductID,VisitDate,Stage,Action,Duration
3693,28,3,2023-04-14,PRODUCTPAGE,View,166.0
1970,28,3,2023-07-12,CHECKOUT,Drop-off,76.33333333333333
2638,28,3,2025-03-07,PRODUCTPAGE,View,262.0
2909,28,3,2025-09-21,HOMEPAGE,View,290.0
2535,28,4,2024-01-20,HOMEPAGE,View,295.0
1176,28,4,2024-06-07,CHECKOUT,Drop-off,46.0
3235,28,5,2023-11-21,HOMEPAGE,View,186.0
764,28,6,2023-07-28,HOMEPAGE,View,271.0
540,28,6,2024-05-27,HOMEPAGE,Click,122.0
3899,28,6,2024-08-29,PRODUCTPAGE,View,263.0
3502,28,7,2023-10-14,PRODUCTPAGE,View,70.0
1813,28,7,2024-07-22,PRODUCTPAGE,View,237.0
2660,28,7,2025-01-21,PRODUCTPAGE,View,193.0
2950,28,8,2023-09-16,HOMEPAGE,Click,278.0
2707,28,8,2024-06-03,HOMEPAGE,Click,298.0
3731,28,8,2025-03-16,HOMEPAGE,Click,128.0
3382,28,8,2025-09-24,HOMEPAGE,View,197.0
1076,28,9,2024-07-31,PRODUCTPAGE,Click,63.0
2805,28,9,2025-11-28,CHECKOUT,Drop-off,190.5
2890,28,10,2023-01-31,PRODUCTPAGE,View,256.0
2863,28,10,2023-04-10,HOMEPAGE,Click,266.0
2900,28,10,2024-01-19,HOMEPAGE,Click,63.0
773,28,10,2025-02-10,PRODUCTPAGE,View,102.0
3244,28,10,2025-04-12,PRODUCTPAGE,View,240.0
1778,28,11,2025-01-10,PRODUCTPAGE,View,34.0
1921,28,12,2023-03-30,PRODUCTPAGE,Click,172.0
400,28,12,2024-05-30,HOMEPAGE,View,45.0
939,28,14,2024-02-04,PRODUCTPAGE,Click,226.0
472,28,14,2025-03-09,PRODUCTPAGE,Click,94.0
2923,28,15,2023-09-11,PRODUCTPAGE,View,186.0
2573,28,15,2025-08-10,HOMEPAGE,View,57.0
2771,28,15,2025-08-30,PRODUCTPAGE,View,217.0
1073,28,16,2024-10-04,HOMEPAGE,View,285.0
2894,28,17,2023-02-22,CHECKOUT,Drop-off,222.33333333333334
1064,28,17,2025-08-02,CHECKOUT,Drop-off,106.8
907,28,17,2025-11-30,PRODUCTPAGE,View,180.0
3915,28,19,2025-04-26,HOMEPAGE,View,18.0
3196,28,19,2025-09-02,HOMEPAGE,View,124.0
1596,28,19,2025-10-08,HOMEPAGE,Click,162.0
2217,28,20,2024-06-19,HOMEPAGE,View,28.0
1131,29,1,2025-02-02,PRODUCTPAGE,Click,227.0
171,29,2,2023-09-09,HOMEPAGE,Click,287.0
2164,29,3,2023-07-04,CHECKOUT,Purchase,174.0
44,29,3,2024-02-29,HOMEPAGE,View,193.0
2001,29,3,2024-06-04,PRODUCTPAGE,View,27.0
3328,29,3,2024-12-20,PRODUCTPAGE,View,84.0
237,29,4,2023-06-26,HOMEPAGE,Click,260.0
2288,29,4,2023-07-27,HOMEPAGE,Click,141.0
1404,29,4,2024-07-22,HOMEPAGE,View,59.0
868,29,4,2025-11-25,HOMEPAGE,Click,41.0
413,29,5,2023-07-09,PRODUCTPAGE,Click,235.0
1695,29,5,2024-06-09,PRODUCTPAGE,View,247.0
2574,29,5,2024-10-17,CHECKOUT,Drop-off,219.5
2447,29,5,2025-11-23,HOMEPAGE,View,264.0
570,29,5,2025-11-25,PRODUCTPAGE,View,193.0
3830,29,6,2023-10-26,PRODUCTPAGE,View,131.0
2838,29,6,2024-05-23,PRODUCTPAGE,View,93.0
3623,29,6,2024-09-21,PRODUCTPAGE,View,89.0
494,29,6,2024-10-27,CHECKOUT,Drop-off,207.66666666666666
2167,29,6,2025-04-08,PRODUCTPAGE,View,123.0
1078,29,8,2024-07-30,HOMEPAGE,View,163.0
1322,29,8,2025-05-24,CHECKOUT,Drop-off,272.3333333333333
500,29,8,2025-07-31,HOMEPAGE,Click,277.0
1158,29,8,2025-09-02,HOMEPAGE,Click,268.0
197,29,9,2024-10-07,PRODUCTPAGE,Click,295.0
1572,29,9,2024-11-23,CHECKOUT,Drop-off,264.5
2314,29,10,2024-04-27,PRODUCTPAGE,View,24.0
2607,29,11,2024-02-06,HOMEPAGE,View,43.0
1196,29,12,2023-08-22,CHECKOUT,Drop-off,95.71428571428571
1053,29,12,2025-02-02,HOMEPAGE,View,251.0
3307,29,13,2024-07-17,HOMEPAGE,View,77.0
1874,29,13,2024-07-18,PRODUCTPAGE,View,233.0
2375,29,13,2025-04-03,HOMEPAGE,View,188.0
3833,29,14,2023-03-07,CHECKOUT,Drop-off,206.33333333333334
1956,29,14,2023-07-21,HOMEPAGE,View,179.0
2738,29,15,2023-08-29,PRODUCTPAGE,Click,186.0
2834,29,17,2025-07-24,HOMEPAGE,Click,68.0
2267,29,18,2023-04-07,HOMEPAGE,Click,194.0
3098,29,19,2024-09-03,HOMEPAGE,View,240.0
728,29,19,2024-09-12,HOMEPAGE,View,159.0
2712,29,19,2025-04-14,PRODUCTPAGE,View,207.0
2416,29,20,2023-03-03,PRODUCTPAGE,Click,163.0
1488,29,20,2023-08-22,PRODUCTPAGE,View,174.0
1580,30,2,2024-09-26,CHECKOUT,Purchase,268.0
2647,30,2,2025-10-14,HOMEPAGE,Click,216.0
633,30,3,2023-02-26,CHECKOUT,Drop-off,184.0
1643,30,4,2024-04-25,CHECKOUT,Drop-off,140.0
631,30,4,2025-09-28,HOMEPAGE,View,221.0
3591,30,4,2025-10-13,HOMEPAGE,Click,20.0
1476,30,5,2025-12-18,CHECKOUT,Drop-off,200.5
811,30,6,2024-08-18,HOMEPAGE,View,55.0
1485,30,7,2025-03-16,PRODUCTPAGE,View,296.0
948,30,7,2025-03-24,PRODUCTPAGE,Click,27.0
979,30,8,2023-04-20,HOMEPAGE,Click,13.0
1803,30,8,2023-07-24,PRODUCTPAGE,View,252.0
2929,30,8,2025-05-21,HOMEPAGE,Click,14.0
731,30,9,2023-06-18,PRODUCTPAGE,View,49.0
3457,30,10,2023-07-03,HOMEPAGE,Click,87.0
1054,30,10,2023-11-18,PRODUCTPAGE,View,110.0
2763,30,10,2024-02-21,HOMEPAGE,Click,222.0
1785,30,10,2025-03-31,HOMEPAGE,View,64.0
2331,30,10,2025-07-15,HOMEPAGE,Click,206.0
3439,30,11,2023-04-18,CHECKOUT,Drop-off,126.0
1059,30,12,2023-01-19,PRODUCTPAGE,Click,128.0
112,30,12,2025-04-16,PRODUCTPAGE,View,203.0
2334,30,12,2025-06-29,PRODUCTPAGE,View,94.0
2064,30,12,2025-09-09,HOMEPAGE,Click,107.0
480,30,12,2025-10-23,HOMEPAGE,Click,29.0
404,30,13,2023-04-22,HOMEPAGE,View,112.0
1401,30,13,2023-09-02,HOMEPAGE,Click,49.0
2413,30,14,2023-05-02,PRODUCTPAGE,View,73.0
3865,30,14,2024-09-22,HOMEPAGE,Click,84.0
1807,30,15,2023-09-28,HOMEPAGE,View,95.0
2130,30,15,2024-04-14,HOMEPAGE,View,130.0
2112,30,15,2024-04-15,PRODUCTPAGE,View,156.0
1377,30,16,2023-05-14,HOMEPAGE,View,134.0
3580,30,16,2023-06-18,CHECKOUT,Drop-off,83.25
3428,30,16,2024-11-07,HOMEPAGE,View,63.0
2565,30,16,2025-01-07,HOMEPAGE,View,185.0
3005,30,16,2025-04-09,HOMEPAGE,View,150.0
3783,30,18,2025-02-05,HOMEPAGE,Click,71.0
2853,30,18,2025-12-03,PRODUCTPAGE,Click,293.0
1137,30,19,2024-04-17,CHECKOUT,Drop-off,167.2
46,30,19,2025-10-27,HOMEPAGE,View,210.0
47,30,20,2024-02-18,CHECKOUT,Drop-off,144.83333333333334
2156,30,20,2024-04-05,HOMEPAGE,View,60.0
257,30,20,2024-10-07,PRODUCTPAGE,Click,163.0
1824,30,20,2025-07-09,HOMEPAGE,View,300.0
1975,31,1,2024-06-15,PRODUCTPAGE,View,85.0
3488,31,2,2023-09-29,HOMEPAGE,Click,135.0
2523,31,2,2024-05-28,HOMEPAGE,Click,26.0
2788,31,2,2025-07-13,HOMEPAGE,View,12.0
1341,31,2,2025-07-28,PRODUCTPAGE,Click,39.0
1043,31,2,2025-09-11,CHECKOUT,Purchase,249.0
2310,31,3,2023-09-23,PRODUCTPAGE,Click,133.0
1962,31,3,2023-12-23,PRODUCTPAGE,View,174.0
2234,31,3,2025-07-03,CHECKOUT,Purchase,107.0
3784,31,4,2023-02-05,HOMEPAGE,View,227.0
3293,31,4,2024-06-20,PRODUCTPAGE,Click,167.0
9,31,4,2025-06-13,PRODUCTPAGE,View,278.0
1246,31,4,2025-10-03,PRODUCTPAGE,View,146.0
2531,31,5,2023-08-24,CHECKOUT,Drop-off,191.25
3320,31,5,2023-09-30,CHECKOUT,Drop-off,132.0
2457,31,5,2025-01-12,PRODUCTPAGE,View,38.0
3634,31,6,2023-09-06,PRODUCTPAGE,View,231.0
1997,31,7,2023-05-15,PRODUCTPAGE,View,236.0
639,31,7,2024-06-21,PRODUCTPAGE,Click,283.0
3110,31,8,2024-10-01,HOMEPAGE,Click,286.0
1278,31,8,2025-10-16,HOMEPAGE,View,238.0
2052,31,11,2025-04-05,HOMEPAGE,View,192.0
2488,31,11,2025-05-31,PRODUCTPAGE,View,232.0
1229,31,11,2025-08-05,PRODUCTPAGE,View,115.0
3669,31,13,2023-07-20,HOMEPAGE,View,187.0
2537,31,13,2025-06-22,HOMEPAGE,Click,118.0
3045,31,15,2023-06-28,HOMEPAGE,View,72.0
1371,31,17,2024-03-16,HOMEPAGE,View,256.0
1172,31,18,2024-09-13,HOMEPAGE,View,129.0
3426,32,1,2023-05-20,HOMEPAGE,Click,35.0
464,32,1,2023-10-10,PRODUCTPAGE,View,153.0
3643,32,1,2025-10-12,PRODUCTPAGE,Click,205.0
1029,32,2,2023-08-04,PRODUCTPAGE,View,149.0
726,32,2,2024-12-03,HOMEPAGE,Click,118.0
2088,32,2,2025-10-05,HOMEPAGE,View,130.0
467,32,3,2025-10-14,PRODUCTPAGE,View,37.0
3116,32,4,2023-05-21,CHECKOUT,Drop-off,57.0
2818,32,4,2023-09-14,HOMEPAGE,Click,155.0
2881,32,5,2024-06-09,HOMEPAGE,View,117.0
3721,32,5,2024-08-23,PRODUCTPAGE,Click,185.0
3627,32,5,2025-11-14,HOMEPAGE,Click,36.0
291,32,6,2023-11-02,HOMEPAGE,Click,264.0
1424,32,6,2023-11-03,CHECKOUT,Purchase,192.0
2580,32,7,2023-05-05,HOMEPAGE,View,118.0
739,32,7,2023-05-28,CHECKOUT,Drop-off,120.0
493,32,7,2024-04-23,CHECKOUT,Drop-off,152.625
3340,32,7,2025-05-18,PRODUCTPAGE,View,122.0
3030,32,7,2025-07-12,HOMEPAGE,View,203.0
1497,32,8,2023-03-18,PRODUCTPAGE,View,119.0
59,32,8,2024-08-19,HOMEPAGE,View,238.0
1279,32,8,2024-08-29,PRODUCTPAGE,View,207.0
256,32,8,2025-06-04,PRODUCTPAGE,Click,59.0
1792,32,8,2025-08-23,HOMEPAGE,View,136.0
1081,32,9,2025-03-21,HOMEPAGE,View,124.0
1496,32,9,2025-10-21,HOMEPAGE,View,294.0
1897,32,11,2023-03-05,PRODUCTPAGE,View,272.0
1353,32,11,2023-12-27,HOMEPAGE,View,183.0
892,32,11,2024-06-17,HOMEPAGE,View,118.0
2000,32,12,2025-05-23,HOMEPAGE,View,210.0
2782,32,13,2023-10-07,CHECKOUT,Drop-off,104.0
2551,32,14,2025-03-08,CHECKOUT,Purchase,133.0
1223,32,14,2025-09-17,CHECKOUT,Purchase,187.0
1018,32,15,2025-09-25,CHECKOUT,Drop-off,174.5
463,32,17,2023-02-03,PRODUCTPAGE,View,185.0
1467,32,17,2023-10-06,HOMEPAGE,Click,262.0
876,32,17,2025-02-04,HOMEPAGE,View,211.0
2730,32,18,2023-05-23,HOMEPAGE,Click,163.0
3272,32,19,2023-05-28,CHECKOUT,Purchase,120.0
2429,32,19,2024-02-19,PRODUCTPAGE,View,251.0
1245,32,20,2023-01-21,CHECKOUT,Purchase,20.0
3036,32,20,2023-03-19,PRODUCTPAGE,View,109.0
767,32,20,2024-06-13,HOMEPAGE,View,191.0
746,32,20,2024-08-25,HOMEPAGE,View,127.0
2609,32,20,2025-10-18,HOMEPAGE,View,114.0
1685,33,1,2024-12-15,PRODUCTPAGE,Click,230.0
1609,33,1,2025-08-10,HOMEPAGE,Click,21.0
1850,33,2,2023-10-27,CHECKOUT,Drop-off,207.0
2279,33,2,2025-09-05,PRODUCTPAGE,Click,149.0
1445,33,3,2024-09-19,HOMEPAGE,View,198.0
2828,33,3,2025-02-09,CHECKOUT,Drop-off,255.0
3053,33,4,2023-10-05,HOMEPAGE,View,34.0
216,33,6,2023-01-05,CHECKOUT,Drop-off,177.25
1912,33,6,2023-12-18,CHECKOUT,Drop-off,181.33333333333334
235,33,7,2024-01-25,PRODUCTPAGE,View,109.0
2044,33,7,2025-11-05,PRODUCTPAGE,View,17.0
172,33,8,2023-10-30,PRODUCTPAGE,Click,212.0
214,33,9,2023-01-10,PRODUCTPAGE,View,200.0
2455,33,9,2025-03-18,PRODUCTPAGE,Click,144.0
1204,33,10,2025-06-21,HOMEPAGE,View,170.0
533,33,11,2023-01-29,CHECKOUT,Purchase,84.0
717,33,11,2023-06-20,CHECKOUT,Drop-off,75.5
3611,33,11,2023-06-20,PRODUCTPAGE,View,42.0
1288,33,12,2024-03-20,PRODUCTPAGE,View,239.0
1473,33,13,2024-02-14,CHECKOUT,Drop-off,151.71428571428572
1557,33,13,2025-01-16,PRODUCTPAGE,View,53.0
182,33,13,2025-04-22,PRODUCTPAGE,View,248.0
2194,33,14,2023-06-04,CHECKOUT,Purchase,217.0
2149,33,14,2023-12-24,HOMEPAGE,Click,63.0
1494,33,14,2025-04-10,HOMEPAGE,Click,279.0
3392,33,14,2025-06-07,HOMEPAGE,View,123.0
3042,33,15,2025-12-27,HOMEPAGE,Click,149.0
102,33,16,2024-04-23,HOMEPAGE,View,165.0
2190,33,16,2025-05-10,HOMEPAGE,Click,233.0
2245,33,17,2025-02-16,HOMEPAGE,View,247.0
2352,33,18,2023-06-14,PRODUCTPAGE,View,58.0
2138,33,18,2024-04-04,PRODUCTPAGE,View,133.0
3653,33,18,2024-12-15,CHECKOUT,Drop-off,122.66666666666667
1366,33,18,2025-04-08,PRODUCTPAGE,View,220.0
4,33,18,2025-05-28,CHECKOUT,Drop-off,12.0
457,33,19,2023-09-29,HOMEPAGE,Click,71.0
311,33,19,2024-02-10,PRODUCTPAGE,Click,67.0
955,33,19,2025-05-08,CHECKOUT,Purchase,260.0
1099,33,19,2025-08-08,CHECKOUT,Drop-off,53.0
982,33,20,2023-05-30,HOMEPAGE,Click,78.0
498,33,20,2024-09-21,CHECKOUT,Drop-off,106.0
1832,33,20,2025-01-12,PRODUCTPAGE,View,214.0
2845,33,20,2025-11-13,HOMEPAGE,View,122.0
1529,34,1,2024-02-03,PRODUCTPAGE,View,115.0
1194,34,1,2024-11-07,CHECKOUT,Drop-off,145.33333333333334
1120,34,1,2025-07-16,HOMEPAGE,View,233.0
3132,34,2,2023-11-22,HOMEPAGE,Click,45.0
2566,34,2,2025-06-18,HOMEPAGE,View,291.0
354,34,3,2023-02-21,HOMEPAGE,Click,110.0
1633,34,4,2023-12-23,HOMEPAGE,Click,14.0
2510,34,4,2024-02-14,PRODUCTPAGE,View,79.0
1213,34,4,2025-04-03,PRODUCTPAGE,View,47.0
2178,34,5,2023-08-22,PRODUCTPAGE,Click,41.0
258,34,5,2023-11-13,HOMEPAGE,View,146.0
2108,34,5,2025-05-27,HOMEPAGE,View,226.0
1238,34,6,2025-08-21,HOMEPAGE,View,251.0
416,34,6,2025-09-24,PRODUCTPAGE,View,151.0
2184,34,7,2023-06-02,PRODUCTPAGE,Click,275.0
1637,34,7,2023-07-20,HOMEPAGE,View,276.0
3517,34,7,2024-01-14,CHECKOUT,Drop-off,187.5
1610,34,7,2024-10-23,PRODUCTPAGE,Click,90.0
128,34,8,2023-07-03,HOMEPAGE,Click,13.0
2308,34,8,2023-07-16,HOMEPAGE,Click,121.0
3452,34,8,2023-07-23,HOMEPAGE,View,208.0
3,34,8,2024-06-14,PRODUCTPAGE,View,235.0
1487,34,9,2024-03-02,HOMEPAGE,View,118.0
3750,34,9,2024-10-30,HOMEPAGE,View,87.0
842,34,9,2025-01-30,HOMEPAGE,View,39.0
525,34,10,2023-07-24,PRODUCTPAGE,View,61.0
590,34,10,2024-05-25,HOMEPAGE,View,124.0
3294,34,10,2025-04-25,CHECKOUT,Purchase,27.0
2142,34,11,2023-07-31,HOMEPAGE,Click,224.0
524,34,13,2023-04-12,HOMEPAGE,View,65.0
1202,34,13,2025-07-05,CHECKOUT,Drop-off,170.5
1284,34,14,2023-12-22,PRODUCTPAGE,View,190.0
2343,34,14,2024-04-03,PRODUCTPAGE,View,100.0
796,34,14,2024-06-06,PRODUCTPAGE,View,277.0
1877,34,15,2024-06-28,HOMEPAGE,Click,173.0
1901,34,15,2024-12-15,CHECKOUT,Drop-off,122.66666666666667
1907,34,15,2025-07-26,HOMEPAGE,View,166.0
2198,34,16,2023-09-01,PRODUCTPAGE,View,187.0
2062,34,16,2025-08-27,CHECKOUT,Drop-off,226.0
962,34,18,2024-06-09,HOMEPAGE,Click,211.0
3277,34,18,2024-06-17,HOMEPAGE,View,196.0
1567,34,18,2024-08-31,HOMEPAGE,View,265.0
3011,34,19,2024-12-21,CHECKOUT,Drop-off,138.5
3184,34,19,2025-08-15,HOMEPAGE,Click,260.0
883,34,20,2023-04-01,PRODUCTPAGE,View,276.0
3417,34,20,2023-04-03,PRODUCTPAGE,Click,59.0
618,34,20,2024-10-07,HOMEPAGE,View,103.0
3553,34,20,2025-01-15,CHECKOUT,Drop-off,153.5
3506,35,1,2023-06-16,PRODUCTPAGE,Click,209.0
2892,35,1,2025-09-27,CHECKOUT,Drop-off,148.33333333333334
675,35,4,2024-01-03,HOMEPAGE,View,268.0
1671,35,5,2023-04-01,PRODUCTPAGE,Click,112.0
1356,35,5,2023-12-30,HOMEPAGE,View,50.0
1437,35,5,2025-03-27,PRODUCTPAGE,Click,62.0
1789,35,5,2025-10-10,PRODUCTPAGE,Click,242.0
1809,35,6,2024-01-15,HOMEPAGE,Click,66.0
3719,35,6,2024-03-06,PRODUCTPAGE,Click,270.0
1389,35,7,2023-02-27,HOMEPAGE,View,207.0
1881,35,7,2025-09-30,HOMEPAGE,Click,166.0
2963,35,8,2025-02-06,HOMEPAGE,Click,58.0
503,35,9,2023-02-18,HOMEPAGE,Click,239.0
2558,35,9,2023-06-28,HOMEPAGE,View,78.0
2913,35,10,2023-08-22,HOMEPAGE,Click,89.0
1037,35,10,2024-08-02,CHECKOUT,Purchase,289.0
2522,35,11,2023-11-25,PRODUCTPAGE,View,131.0
1384,35,12,2025-01-22,HOMEPAGE,View,154.0
1426,35,12,2025-05-27,HOMEPAGE,View,192.0
2227,35,13,2025-07-30,CHECKOUT,Drop-off,200.5
950,35,14,2023-04-07,CHECKOUT,Purchase,171.0
2676,35,14,2024-01-24,PRODUCTPAGE,View,269.0
3487,35,16,2023-04-28,CHECKOUT,Drop-off,199.2
2232,35,16,2023-06-18,HOMEPAGE,View,89.0
2753,35,16,2025-06-04,PRODUCTPAGE,View,138.0
487,35,19,2023-05-07,CHECKOUT,Drop-off,257.6666666666667
683,35,19,2024-04-28,HOMEPAGE,View,221.0
2974,35,19,2024-05-11,PRODUCTPAGE,View,211.0
3871,35,19,2024-10-24,HOMEPAGE,Click,171.0
1500,35,19,2025-05-30,CHECKOUT,Drop-off,184.0
3603,35,20,2023-03-21,PRODUCTPAGE,View,266.0
924,35,20,2023-04-27,HOMEPAGE,Click,70.0
1210,35,20,2023-10-31,PRODUCTPAGE,Click,136.0
248,35,20,2024-02-23,HOMEPAGE,Click,46.0
2777,35,20,2024-02-24,CHECKOUT,Drop-off,163.0
466,35,20,2025-07-29,PRODUCTPAGE,View,200.0
1133,36,1,2025-01-26,PRODUCTPAGE,Click,87.0
2302,36,2,2025-04-19,CHECKOUT,Drop-off,107.0
77,36,4,2023-06-02,HOMEPAGE,Click,100.0
3411,36,4,2023-06-20,PRODUCTPAGE,Click,109.0
3909,36,4,2023-07-18,PRODUCTPAGE,View,198.0
1007,36,4,2025-08-18,HOMEPAGE,View,21.0
3339,36,5,2025-02-15,PRODUCTPAGE,View,100.0
3761,36,5,2025-11-13,PRODUCTPAGE,View,274.0
930,36,7,2023-09-06,PRODUCTPAGE,View,149.0
2622,36,7,2023-11-06,HOMEPAGE,Click,294.0
159,36,7,2024-03-21,PRODUCTPAGE,Click,160.0
3817,36,7,2024-03-27,CHECKOUT,Drop-off,89.66666666666667
925,36,7,2024-07-10,HOMEPAGE,View,82.0
1851,36,7,2024-11-07,HOMEPAGE,View,135.0
1135,36,7,2024-12-17,CHECKOUT,Drop-off,161.0
3841,36,8,2023-06-13,PRODUCTPAGE,Click,101.0
1224,36,8,2025-09-08,CHECKOUT,Drop-off,105.8
27,36,9,2024-08-10,HOMEPAGE,View,214.0
2474,36,9,2025-05-06,CHECKOUT,Drop-off,183.25
1620,36,9,2025-09-25,HOMEPAGE,View,230.0
1105,36,11,2023-02-03,HOMEPAGE,View,150.0
3326,36,11,2025-04-23,PRODUCTPAGE,View,282.0
2874,36,12,2025-07-03,CHECKOUT,Drop-off,128.0
209,36,12,2025-10-08,PRODUCTPAGE,View,246.0
1042,36,12,2025-10-27,HOMEPAGE,Click,246.0
951,36,13,2024-05-17,CHECKOUT,Drop-off,
609,36,14,2023-12-23,PRODUCTPAGE,View,117.0
408,36,15,2024-01-31,HOMEPAGE,Click,182.0
3557,36,15,2025-01-13,CHECKOUT,Drop-off,183.33333333333334
3689,36,16,2024-10-27,HOMEPAGE,Click,210.0
3357,36,18,2025-05-29,PRODUCTPAGE,View,126.0
1220,36,18,2025-10-25,CHECKOUT,Drop-off,244.0
3284,36,19,2023-05-09,PRODUCTPAGE,View,64.0
2034,36,19,2025-08-17,CHECKOUT,Drop-off,215.66666666666666
2791,36,20,2023-03-01,CHECKOUT,Drop-off,172.75
572,36,20,2024-03-07,HOMEPAGE,View,26.0
2248,36,20,2024-05-16,PRODUCTPAGE,View,152.0
1739,36,20,2025-06-24,HOMEPAGE,View,146.0
1616,36,20,2025-10-22,PRODUCTPAGE,View,159.0
1263,37,2,2023-03-01,PRODUCTPAGE,View,84.0
3610,37,2,2023-07-18,PRODUCTPAGE,View,94.0
3697,37,2,2023-10-12,PRODUCTPAGE,View,143.0
1712,37,2,2024-07-02,HOMEPAGE,Click,107.0
366,37,2,2025-09-08,CHECKOUT,Drop-off,105.8
695,37,3,2025-08-31,HOMEPAGE,View,268.0
2930,37,4,2023-12-06,PRODUCTPAGE,Click,177.0
3171,37,4,2025-04-23,HOMEPAGE,View,124.0
3085,37,5,2024-10-22,PRODUCTPAGE,View,80.0
1731,37,5,2025-04-11,HOMEPAGE,Click,201.0
386,37,6,2023-07-31,PRODUCTPAGE,View,168.0
1066,37,6,2024-08-30,HOMEPAGE,View,232.0
339,37,6,2024-11-07,PRODUCTPAGE,Drop-off,145.33333333333334
3540,37,7,2024-09-13,HOMEPAGE,View,210.0
860,37,8,2025-04-29,CHECKOUT,Drop-off,146.0
2615,37,9,2023-02-22,CHECKOUT,Purchase,272.0
3459,37,9,2023-03-25,CHECKOUT,Drop-off,178.0
1044,37,10,2024-01-17,PRODUCTPAGE,View,251.0
1903,37,10,2025-09-26,PRODUCTPAGE,View,174.0
2821,37,12,2023-06-19,CHECKOUT,Purchase,134.0
2257,37,12,2025-11-10,PRODUCTPAGE,View,87.0
1843,37,13,2025-09-21,CHECKOUT,Drop-off,146.33333333333334
3537,37,14,2024-09-02,HOMEPAGE,Click,224.0
2104,37,14,2025-07-03,CHECKOUT,Drop-off,128.0
1774,37,15,2023-06-02,HOMEPAGE,Click,223.0
2978,37,16,2024-07-31,HOMEPAGE,Click,279.0
120,37,17,2024-02-29,CHECKOUT,Purchase,180.0
2306,37,18,2023-01-21,CHECKOUT,Drop-off,148.33333333333334
810,37,18,2023-12-26,PRODUCTPAGE,View,87.0
2364,37,18,2025-06-16,CHECKOUT,Drop-off,
2768,37,19,2023-06-07,PRODUCTPAGE,Click,271.0
3628,37,19,2023-07-04,HOMEPAGE,View,117.0
1381,37,20,2024-10-01,HOMEPAGE,View,105.0
3058,37,20,2025-03-06,PRODUCTPAGE,Click,44.0
2263,38,1,2024-04-21,PRODUCTPAGE,View,67.0
1507,38,1,2025-06-06,PRODUCTPAGE,View,266.0
2074,38,2,2024-12-29,HOMEPAGE,View,137.0
628,38,3,2024-02-08,CHECKOUT,Drop-off,74.0
3337,38,3,2025-11-04,PRODUCTPAGE,Click,147.0
660,38,4,2024-01-29,HOMEPAGE,View,172.0
2013,38,5,2023-10-07,PRODUCTPAGE,View,31.0
528,38,6,2024-11-19,PRODUCTPAGE,View,156.0
3111,38,7,2024-08-10,HOMEPAGE,View,177.0
786,38,8,2024-01-04,CHECKOUT,Drop-off,158.4
2317,38,8,2024-02-06,PRODUCTPAGE,View,138.0
1926,38,9,2023-10-18,PRODUCTPAGE,View,201.0
1041,38,9,2024-09-16,PRODUCTPAGE,View,34.0
1954,38,11,2023-05-19,HOMEPAGE,View,89.0
1421,38,11,2024-07-23,CHECKOUT,Drop-off,160.5
309,38,11,2024-08-16,PRODUCTPAGE,Click,176.0
2899,38,13,2023-05-03,PRODUCTPAGE,Click,100.0
1329,38,13,2023-07-14,HOMEPAGE,Click,46.0
1028,38,13,2023-10-28,HOMEPAGE,View,122.0
903,38,13,2024-07-03,HOMEPAGE,View,270.0
115,38,14,2024-01-07,HOMEPAGE,View,297.0
1290,38,14,2024-09-27,PRODUCTPAGE,View,123.0
1868,38,14,2025-08-13,CHECKOUT,Drop-off,130.0
2861,38,14,2025-10-23,PRODUCTPAGE,Click,58.0
1574,38,15,2023-09-30,PRODUCTPAGE,Click,51.0
2612,38,15,2024-08-08,HOMEPAGE,View,229.0
1350,38,16,2024-05-12,PRODUCTPAGE,View,136.0
37,38,17,2024-06-18,CHECKOUT,Drop-off,140.0
3097,38,18,2023-07-19,PRODUCTPAGE,View,138.0
798,38,18,2023-11-30,CHECKOUT,Drop-off,
607,38,18,2023-12-10,CHECKOUT,Drop-off,165.0
2247,38,18,2025-04-25,CHECKOUT,Drop-off,90.5
998,38,19,2023-11-11,HOMEPAGE,View,127.0
2058,38,19,2023-11-16,PRODUCTPAGE,Drop-off,157.0
1477,38,20,2024-04-17,PRODUCTPAGE,View,297.0
3143,38,20,2025-03-23,PRODUCTPAGE,Click,180.0
1725,38,20,2025-11-05,PRODUCTPAGE,View,85.0
2762,39,1,2023-11-18,HOMEPAGE,View,108.0
2339,39,2,2023-08-04,HOMEPAGE,View,272.0
3688,39,2,2024-02-02,PRODUCTPAGE,View,210.0
3676,39,2,2025-10-20,PRODUCTPAGE,View,169.0
751,39,3,2024-05-20,CHECKOUT,Drop-off,163.5
126,39,4,2025-01-14,HOMEPAGE,Click,142.0
3714,39,4,2025-01-18,PRODUCTPAGE,View,125.0
3107,39,4,2025-05-29,PRODUCTPAGE,Click,232.0
206,39,5,2023-04-21,PRODUCTPAGE,View,118.0
988,39,5,2025-03-18,HOMEPAGE,Click,296.0
3928,39,5,2025-04-06,PRODUCTPAGE,View,221.0
394,39,5,2025-04-16,PRODUCTPAGE,View,143.0
3137,39,6,2023-02-14,HOMEPAGE,View,67.0
1012,39,6,2024-04-01,PRODUCTPAGE,View,118.0
1597,39,8,2024-11-12,PRODUCTPAGE,Click,24.0
2148,39,10,2024-12-26,PRODUCTPAGE,View,176.0
2185,39,12,2023-03-17,PRODUCTPAGE,Click,57.0
292,39,15,2023-06-04,PRODUCTPAGE,Click,201.0
